user_id,signup_date,segment,city_tier,preferred_device,lifetime_sessions,lifetime_orders,first_order_date,last_order_date,repeat_rate_flag,user_value_band
u000386,2026-01-13,premium,3,mobile,6,0,,,0,no_spend
u000387,2026-01-08,regular,2,web,5,1,2025-12-02 00:21:48,2025-12-02 00:21:48,0,low
u000388,2025-08-19,regular,2,mobile,1,0,,,0,no_spend
u000389,2025-06-29,regular,2,web,5,1,2026-01-04 01:46:05,2026-01-04 01:46:05,0,low
u000390,2025-08-31,regular,2,web,3,0,,,0,no_spend
u000391,2025-11-19,regular,2,mobile,4,1,2025-12-05 11:09:40,2025-12-05 11:09:40,0,high
u000392,2025-07-05,regular,3,web,4,1,2025-10-25 15:12:32,2025-10-25 15:12:32,0,medium
u000393,2025-09-06,regular,3,web,1,0,,,0,no_spend
u000394,2025-08-25,regular,2,web,5,0,,,0,no_spend
u000395,2025-08-08,regular,2,web,2,0,,,0,no_spend
u000396,2025-11-18,value,2,mobile,1,0,,,0,no_spend
u000397,2025-11-08,regular,2,mobile,6,0,,,0,no_spend
u000398,2025-10-13,regular,2,web,3,0,,,0,no_spend
u000399,2025-12-31,value,2,web,1,0,,,0,no_spend
u000400,2025-07-15,premium,2,web,3,1,2025-11-23 08:48:00,2025-11-23 08:48:00,0,high
u000401,2025-07-24,regular,2,mobile,0,0,,,0,no_spend
u000402,2025-09-11,value,2,mobile,1,0,,,0,no_spend
u000403,2025-11-08,regular,2,web,2,0,,,0,no_spend
u000404,2025-10-24,regular,1,web,2,0,,,0,no_spend
u000405,2025-07-08,regular,1,mobile,3,0,,,0,no_spend
u000406,2026-01-10,regular,3,mobile,3,0,,,0,no_spend
u000407,2025-08-26,premium,2,web,1,1,2025-12-07 09:44:15,2025-12-07 09:44:15,0,low
u000408,2025-09-06,regular,1,mobile,4,0,,,0,no_spend
u000409,2025-11-01,regular,2,web,3,0,,,0,no_spend
u000410,2026-01-07,value,3,web,3,0,,,0,no_spend
u000411,2025-11-09,regular,2,mobile,2,0,,,0,no_spend
u000412,2026-01-09,regular,3,web,4,0,,,0,no_spend
u000413,2025-08-01,regular,3,web,4,0,,,0,no_spend
u000414,2025-10-31,regular,2,mobile,2,0,,,0,no_spend
u000415,2025-12-14,regular,2,mobile,2,0,,,0,no_spend
u000416,2025-10-08,regular,1,web,0,0,,,0,no_spend
u000417,2025-09-07,value,3,mobile,7,2,2025-12-04 08:06:09,2026-01-18 23:48:08,1,high
u000418,2026-01-16,premium,2,mobile,1,0,,,0,no_spend
u000419,2025-07-23,regular,3,mobile,4,0,,,0,no_spend
u000420,2025-09-17,premium,2,mobile,3,1,2025-11-13 15:04:21,2025-11-13 15:04:21,0,low
u000421,2025-12-23,premium,1,mobile,3,0,,,0,no_spend
u000422,2025-12-29,premium,1,web,1,0,,,0,no_spend
u000423,2026-01-15,regular,2,web,0,0,,,0,no_spend
u000424,2025-12-26,regular,2,mobile,4,0,,,0,no_spend
u000425,2025-07-04,value,1,mobile,4,0,,,0,no_spend
u000426,2026-01-04,regular,3,web,1,0,,,0,no_spend
u000427,2025-09-21,regular,3,web,6,1,2026-01-18 01:31:12,2026-01-18 01:31:12,0,medium
u000428,2025-11-07,regular,2,mobile,4,0,,,0,no_spend
u000429,2025-09-14,premium,2,web,1,0,,,0,no_spend
u000430,2025-12-11,value,1,web,4,0,,,0,no_spend
u000431,2025-10-22,regular,3,mobile,2,1,2026-01-03 12:08:29,2026-01-03 12:08:29,0,low
u000432,2025-12-18,regular,2,mobile,2,0,,,0,no_spend
u000433,2025-08-03,regular,3,mobile,2,0,,,0,no_spend
u000434,2025-08-01,value,2,mobile,6,0,,,0,no_spend
u000435,2025-09-23,value,2,web,3,0,,,0,no_spend
u000436,2025-06-24,regular,2,mobile,3,0,,,0,no_spend
u000437,2025-11-15,regular,1,web,4,1,2025-10-30 06:59:19,2025-10-30 06:59:19,0,low
u000438,2025-08-24,value,3,web,6,1,2025-11-06 09:48:24,2025-11-06 09:48:24,0,low
u000439,2025-10-18,value,2,mobile,3,1,2025-11-12 21:34:32,2025-11-12 21:34:32,0,medium
u000440,2025-07-08,regular,2,mobile,3,0,,,0,no_spend
u000441,2025-07-29,value,3,mobile,1,0,,,0,no_spend
u000442,2025-11-01,regular,3,web,2,0,,,0,no_spend
u000443,2025-08-26,regular,3,mobile,2,0,,,0,no_spend
u000444,2025-08-07,value,1,mobile,2,0,,,0,no_spend
u000445,2025-08-10,regular,2,mobile,6,1,2025-11-26 00:44:01,2025-11-26 00:44:01,0,low
u000446,2025-08-07,value,3,mobile,1,0,,,0,no_spend
u000447,2025-11-01,value,2,web,1,1,2025-10-31 10:25:00,2025-10-31 10:25:00,0,medium
u000448,2025-07-28,premium,1,mobile,7,1,2025-12-14 17:58:13,2025-12-14 17:58:13,0,low
u000449,2025-09-07,regular,3,mobile,1,0,,,0,no_spend
u000450,2025-11-14,premium,2,mobile,6,1,2025-11-09 18:11:00,2025-11-09 18:11:00,0,high
u000451,2025-10-09,value,2,mobile,1,0,,,0,no_spend
u000452,2025-10-26,value,3,mobile,2,0,,,0,no_spend
u000453,2025-08-15,regular,2,web,5,0,,,0,no_spend
u000454,2026-01-05,regular,2,web,2,1,2025-12-20 05:20:30,2025-12-20 05:20:30,0,low
u000455,2025-09-18,premium,2,mobile,2,0,,,0,no_spend
u000456,2025-08-22,value,2,mobile,3,0,,,0,no_spend
u000457,2025-12-30,premium,1,mobile,4,0,,,0,no_spend
u000458,2025-11-08,premium,3,web,1,0,,,0,no_spend
u000459,2025-10-30,regular,3,web,4,0,,,0,no_spend
u000460,2025-12-26,value,2,mobile,3,0,,,0,no_spend
u000461,2025-07-05,regular,2,mobile,3,0,,,0,no_spend
u000462,2025-12-16,value,3,web,5,0,,,0,no_spend
u000463,2025-11-12,regular,1,mobile,3,0,,,0,no_spend
u000464,2025-09-07,regular,2,web,3,0,,,0,no_spend
u000465,2025-08-16,premium,2,web,3,0,,,0,no_spend
u000466,2025-07-15,regular,2,web,2,0,,,0,no_spend
u000467,2026-01-07,regular,1,web,3,0,,,0,no_spend
u000468,2025-07-23,regular,2,web,5,0,,,0,no_spend
u000469,2025-08-16,regular,2,mobile,1,0,,,0,no_spend
u000470,2025-11-15,premium,2,mobile,4,1,2025-12-14 21:08:44,2025-12-14 21:08:44,0,low
u000471,2025-11-19,value,1,mobile,2,0,,,0,no_spend
u000472,2025-07-27,premium,2,web,2,0,,,0,no_spend
u000473,2025-12-11,regular,2,web,3,0,,,0,no_spend
u000474,2025-10-08,premium,1,web,4,0,,,0,no_spend
u000475,2025-12-18,regular,1,mobile,3,0,,,0,no_spend
u000476,2025-07-11,regular,1,web,5,2,2025-10-26 14:28:57,2025-11-20 23:41:53,1,high
u000477,2025-07-02,value,2,mobile,1,0,,,0,no_spend
u000478,2025-11-04,regular,1,mobile,3,1,2025-12-04 00:18:37,2025-12-04 00:18:37,0,medium
u000479,2025-07-24,value,3,mobile,5,0,,,0,no_spend
u000480,2025-10-11,value,2,web,1,1,2025-10-24 16:31:21,2025-10-24 16:31:21,0,medium
u000481,2025-06-26,regular,3,web,5,2,2025-11-16 14:30:54,2026-01-05 22:31:20,1,high
u000482,2025-12-04,value,3,web,3,0,,,0,no_spend
u000483,2025-12-29,regular,1,web,3,0,,,0,no_spend
u000484,2025-12-16,regular,2,mobile,3,0,,,0,no_spend
u000485,2026-01-10,value,3,web,3,0,,,0,no_spend
u000486,2025-12-30,regular,2,mobile,5,2,2025-11-18 20:49:30,2025-12-15 13:59:08,1,high
u000487,2025-09-24,value,2,web,5,0,,,0,no_spend
u000488,2025-09-15,regular,2,mobile,3,1,2025-10-31 04:40:06,2025-10-31 04:40:06,0,high
u000489,2025-12-28,regular,1,mobile,6,0,,,0,no_spend
u000490,2026-01-04,regular,2,web,3,0,,,0,no_spend
u000491,2026-01-13,regular,3,mobile,2,0,,,0,no_spend
u000492,2025-12-01,premium,3,web,3,0,,,0,no_spend
u000493,2025-08-04,regular,1,mobile,2,0,,,0,no_spend
u000494,2026-01-07,regular,3,mobile,6,2,2025-10-23 15:58:25,2026-01-17 09:39:46,1,high
u000495,2026-01-08,regular,2,mobile,6,1,2025-12-21 21:54:50,2025-12-21 21:54:50,0,low
u000496,2025-11-10,regular,3,mobile,1,0,,,0,no_spend
u000497,2025-12-20,value,1,web,2,0,,,0,no_spend
u000498,2025-10-19,regular,3,mobile,5,0,,,0,no_spend
u000499,2026-01-07,value,3,mobile,3,0,,,0,no_spend
u000500,2025-07-13,regular,1,web,3,0,,,0,no_spend
u000501,2025-12-21,value,1,web,0,0,,,0,no_spend
u000502,2025-07-05,value,3,mobile,3,0,,,0,no_spend
u000503,2025-09-02,premium,1,mobile,2,1,2025-11-15 02:45:30,2025-11-15 02:45:30,0,low
u000504,2025-07-21,premium,2,web,4,0,,,0,no_spend
u000505,2025-10-02,premium,3,mobile,9,2,2025-11-26 05:37:11,2026-01-14 10:29:53,1,high
u000506,2025-08-11,premium,2,mobile,2,0,,,0,no_spend
u000507,2026-01-09,regular,2,web,4,0,,,0,no_spend
u000508,2025-10-18,value,2,web,4,0,,,0,no_spend
u000509,2025-12-28,value,1,mobile,6,2,2025-11-29 19:38:48,2025-12-19 17:10:32,1,high
u000510,2025-08-20,regular,3,mobile,5,0,,,0,no_spend
u000511,2025-06-28,value,2,mobile,1,0,,,0,no_spend
u000512,2025-12-03,premium,1,web,4,1,2025-10-28 13:27:43,2025-10-28 13:27:43,0,high
u000513,2025-11-17,value,2,mobile,3,0,,,0,no_spend
u000514,2025-10-15,value,3,mobile,3,0,,,0,no_spend
u000515,2025-12-11,value,1,mobile,3,0,,,0,no_spend
u000516,2025-12-16,value,3,web,1,0,,,0,no_spend
u000517,2025-10-24,value,3,mobile,0,0,,,0,no_spend
u000518,2026-01-12,regular,3,web,4,0,,,0,no_spend
u000519,2025-11-21,value,3,web,4,0,,,0,no_spend
u000520,2025-11-12,regular,3,mobile,2,1,2026-01-05 17:46:30,2026-01-05 17:46:30,0,medium
u000521,2025-09-07,premium,3,mobile,1,0,,,0,no_spend
u000522,2025-06-23,regular,1,web,4,0,,,0,no_spend
u000523,2025-08-13,regular,3,mobile,5,0,,,0,no_spend
u000524,2025-11-30,regular,2,web,2,0,,,0,no_spend
u000525,2025-11-19,value,2,web,3,1,2025-11-19 21:16:20,2025-11-19 21:16:20,0,high
u000526,2025-08-31,value,3,web,7,0,,,0,no_spend
u000527,2025-11-01,premium,3,web,3,0,,,0,no_spend
u000528,2025-08-03,regular,3,mobile,4,0,,,0,no_spend
u000529,2025-08-17,value,2,mobile,5,1,2025-12-06 13:45:27,2025-12-06 13:45:27,0,low
u000530,2026-01-08,regular,2,mobile,3,0,,,0,no_spend
u000531,2025-09-18,regular,2,web,6,1,2025-11-18 21:41:08,2025-11-18 21:41:08,0,low
u000532,2025-08-13,regular,2,web,2,0,,,0,no_spend
u000533,2025-10-03,regular,2,web,0,0,,,0,no_spend
u000534,2025-09-12,premium,1,mobile,4,1,2025-12-28 23:43:37,2025-12-28 23:43:37,0,medium
u000535,2025-11-23,regular,1,web,8,1,2025-12-26 13:43:48,2025-12-26 13:43:48,0,medium
u000536,2026-01-11,regular,3,web,1,0,,,0,no_spend
u000537,2025-10-25,value,2,mobile,2,0,,,0,no_spend
u000538,2025-10-25,value,3,mobile,7,1,2025-11-06 14:00:22,2025-11-06 14:00:22,0,high
u000539,2025-09-08,premium,2,web,4,0,,,0,no_spend
u000540,2025-10-20,regular,1,web,3,0,,,0,no_spend
u000541,2025-08-29,regular,1,mobile,2,0,,,0,no_spend
u000542,2025-06-23,regular,1,web,7,0,,,0,no_spend
u000543,2025-12-22,value,3,web,3,0,,,0,no_spend
u000544,2025-09-21,regular,1,mobile,5,0,,,0,no_spend
u000545,2025-10-04,value,2,web,2,0,,,0,no_spend
u000546,2025-07-10,regular,3,web,2,0,,,0,no_spend
u000547,2025-12-16,regular,3,web,2,0,,,0,no_spend
u000548,2025-07-29,value,1,web,5,0,,,0,no_spend
u000549,2025-09-17,value,1,web,3,0,,,0,no_spend
u000550,2025-12-16,regular,1,web,2,0,,,0,no_spend
u000551,2025-09-27,value,1,mobile,5,1,2025-11-12 02:05:56,2025-11-12 02:05:56,0,low
u000552,2026-01-04,value,1,web,2,1,2025-12-06 03:15:08,2025-12-06 03:15:08,0,medium
u000553,2025-08-06,regular,2,mobile,1,0,,,0,no_spend
u000554,2025-11-20,regular,3,mobile,10,2,2025-10-24 12:16:17,2025-11-24 00:55:35,1,medium
u000555,2026-01-14,regular,2,web,1,0,,,0,no_spend
u000556,2025-10-16,value,2,web,1,0,,,0,no_spend
u000557,2025-11-15,premium,1,mobile,2,0,,,0,no_spend
u000558,2025-09-14,value,3,mobile,6,0,,,0,no_spend
u000559,2025-11-28,value,2,mobile,3,0,,,0,no_spend
u000560,2025-12-31,value,3,web,3,0,,,0,no_spend
u000561,2025-11-18,value,3,web,4,0,,,0,no_spend
u000562,2026-01-05,value,2,web,2,0,,,0,no_spend
u000563,2025-10-25,value,1,mobile,3,0,,,0,no_spend
u000564,2025-10-22,value,1,mobile,6,1,2025-10-28 12:19:40,2025-10-28 12:19:40,0,low
u000565,2025-08-26,regular,2,web,4,0,,,0,no_spend
u000566,2025-11-19,premium,3,mobile,3,0,,,0,no_spend
u000567,2025-12-25,value,2,web,0,0,,,0,no_spend
u000568,2025-11-06,value,3,mobile,3,2,2025-10-27 11:23:51,2026-01-07 00:00:46,1,high
u000569,2025-08-11,premium,2,web,3,0,,,0,no_spend
u000570,2025-10-15,premium,1,mobile,3,0,,,0,no_spend
u000571,2025-11-29,regular,2,mobile,6,0,,,0,no_spend
u000572,2026-01-06,value,2,mobile,4,1,2025-11-06 19:22:07,2025-11-06 19:22:07,0,medium
u000573,2025-07-26,regular,2,web,1,0,,,0,no_spend
u000574,2025-07-20,value,2,mobile,3,1,2025-10-25 11:05:02,2025-10-25 11:05:02,0,medium
u000575,2025-09-18,value,1,mobile,3,1,2025-12-09 04:07:46,2025-12-09 04:07:46,0,low
u000576,2025-07-19,regular,3,web,3,0,,,0,no_spend
u000577,2026-01-15,regular,1,web,4,0,,,0,no_spend
u000578,2025-09-20,regular,3,mobile,4,1,2025-11-06 10:20:12,2025-11-06 10:20:12,0,low
u000579,2025-10-13,regular,1,web,2,0,,,0,no_spend
u000580,2025-08-10,value,1,web,4,0,,,0,no_spend
u000581,2025-09-25,value,2,web,6,1,2025-11-11 09:04:19,2025-11-11 09:04:19,0,low
u000582,2026-01-16,regular,2,web,6,0,,,0,no_spend
u000583,2025-10-04,premium,2,web,4,0,,,0,no_spend
u000584,2025-06-25,value,2,mobile,2,0,,,0,no_spend
u000585,2025-08-13,regular,3,web,3,0,,,0,no_spend
u000586,2026-01-14,value,2,mobile,6,1,2025-11-09 18:56:12,2025-11-09 18:56:12,0,low
u000587,2026-01-17,value,2,web,8,0,,,0,no_spend
u000588,2025-08-06,regular,2,web,2,0,,,0,no_spend
u000589,2025-10-30,value,1,web,4,0,,,0,no_spend
u000590,2025-07-09,regular,2,mobile,1,0,,,0,no_spend
u000591,2025-10-22,regular,1,mobile,4,0,,,0,no_spend
u000592,2025-07-19,value,2,web,7,0,,,0,no_spend
u000593,2025-12-12,value,1,web,2,0,,,0,no_spend
u000594,2026-01-06,value,3,web,6,0,,,0,no_spend
u000595,2025-07-29,premium,2,web,7,0,,,0,no_spend
u000596,2025-09-28,regular,3,mobile,3,0,,,0,no_spend
u000597,2025-07-14,regular,2,web,3,0,,,0,no_spend
u000598,2025-09-02,value,1,mobile,3,0,,,0,no_spend
u000599,2025-07-07,regular,3,mobile,2,0,,,0,no_spend
u000600,2025-08-17,value,2,web,3,0,,,0,no_spend
u000601,2026-01-17,regular,3,mobile,5,2,2025-10-26 20:08:08,2025-12-12 21:02:03,1,high
u000602,2025-07-02,regular,2,web,1,0,,,0,no_spend
u000603,2025-12-20,regular,2,mobile,2,0,,,0,no_spend
u000604,2025-07-09,value,3,web,1,0,,,0,no_spend
u000605,2025-10-12,value,2,mobile,7,0,,,0,no_spend
u000606,2025-09-26,value,2,web,4,0,,,0,no_spend
u000607,2026-01-05,regular,2,web,4,0,,,0,no_spend
u000608,2025-08-04,premium,2,mobile,1,0,,,0,no_spend
u000609,2025-07-31,value,3,web,3,0,,,0,no_spend
u000610,2025-11-27,regular,2,web,5,2,2025-11-09 05:26:36,2025-12-08 14:49:35,1,high
u000611,2025-11-22,regular,2,mobile,3,0,,,0,no_spend
u000612,2025-11-17,value,3,web,4,1,2026-01-11 08:27:09,2026-01-11 08:27:09,0,high
u000613,2025-06-28,value,2,mobile,3,0,,,0,no_spend
u000614,2025-08-17,value,3,mobile,1,0,,,0,no_spend
u000615,2025-12-16,regular,2,mobile,2,0,,,0,no_spend
u000616,2025-10-27,regular,1,web,2,1,2025-10-23 11:51:32,2025-10-23 11:51:32,0,high
u000617,2025-10-27,regular,3,web,5,0,,,0,no_spend
u000618,2025-08-24,premium,1,mobile,1,0,,,0,no_spend
u000619,2025-08-17,regular,1,web,7,0,,,0,no_spend
u000620,2026-01-08,premium,2,web,4,0,,,0,no_spend
u000621,2025-11-23,regular,3,web,3,0,,,0,no_spend
u000622,2025-07-20,premium,3,web,4,1,2026-01-18 12:58:28,2026-01-18 12:58:28,0,medium
u000623,2026-01-06,regular,2,mobile,3,0,,,0,no_spend
u000624,2025-10-23,regular,1,mobile,5,1,2025-12-16 09:54:59,2025-12-16 09:54:59,0,low
u000625,2025-09-01,regular,3,mobile,3,0,,,0,no_spend
u000626,2025-09-14,premium,1,mobile,3,1,2026-01-05 15:50:41,2026-01-05 15:50:41,0,high
u000627,2025-11-22,regular,1,web,3,0,,,0,no_spend
u000628,2025-09-10,regular,2,web,4,1,2025-12-30 06:47:13,2025-12-30 06:47:13,0,medium
u000629,2025-10-22,regular,2,web,5,0,,,0,no_spend
u000630,2025-11-19,premium,3,mobile,5,0,,,0,no_spend
u000631,2025-08-03,regular,3,web,2,0,,,0,no_spend
u000632,2026-01-07,regular,3,mobile,2,0,,,0,no_spend
u000633,2025-09-06,regular,1,web,2,1,2025-12-24 14:12:37,2025-12-24 14:12:37,0,medium
u000634,2025-09-19,premium,2,mobile,2,0,,,0,no_spend
u000635,2025-11-17,value,2,mobile,2,1,2025-12-28 12:21:01,2025-12-28 12:21:01,0,high
u000636,2025-10-29,regular,1,mobile,3,0,,,0,no_spend
u000637,2025-09-23,regular,2,web,1,0,,,0,no_spend
u000638,2025-11-06,premium,2,mobile,5,2,2025-12-30 08:25:23,2026-01-19 01:14:32,1,high
u000639,2025-12-30,premium,1,web,7,0,,,0,no_spend
u000640,2025-12-08,regular,2,web,3,0,,,0,no_spend
u000641,2025-12-13,regular,3,web,2,0,,,0,no_spend
u000642,2025-08-16,value,1,web,1,1,2025-12-30 08:18:32,2025-12-30 08:18:32,0,low
u000643,2025-09-19,premium,2,mobile,0,0,,,0,no_spend
u000644,2025-10-17,value,3,web,2,0,,,0,no_spend
u000645,2025-07-02,regular,3,web,7,0,,,0,no_spend
u000646,2025-12-02,regular,3,mobile,5,0,,,0,no_spend
u000647,2025-08-30,regular,2,mobile,2,0,,,0,no_spend
u000648,2025-08-21,value,3,mobile,2,1,2025-10-21 20:05:05,2025-10-21 20:05:05,0,low
u000649,2025-08-16,value,1,mobile,6,1,2025-12-25 01:29:35,2025-12-25 01:29:35,0,low
u000650,2025-08-21,premium,2,web,3,0,,,0,no_spend
u000651,2025-09-02,regular,1,mobile,6,0,,,0,no_spend
u000652,2025-10-28,value,2,web,8,1,2026-01-11 04:42:13,2026-01-11 04:42:13,0,high
u000653,2025-10-23,regular,2,web,4,1,2025-11-13 23:23:15,2025-11-13 23:23:15,0,medium
u000654,2025-08-16,value,1,web,2,0,,,0,no_spend
u000655,2025-08-05,premium,3,mobile,3,1,2025-11-25 09:47:29,2025-11-25 09:47:29,0,medium
u000656,2025-12-13,value,2,web,2,0,,,0,no_spend
u000657,2025-07-12,value,2,mobile,2,0,,,0,no_spend
u000658,2025-10-09,value,1,web,0,0,,,0,no_spend
u000659,2025-10-10,regular,2,web,6,1,2025-11-21 12:16:17,2025-11-21 12:16:17,0,medium
u000660,2025-10-22,regular,2,web,4,0,,,0,no_spend
u000661,2025-12-26,regular,2,web,7,1,2025-12-18 05:15:03,2025-12-18 05:15:03,0,high
u000662,2025-11-01,regular,1,web,2,0,,,0,no_spend
u000663,2026-01-13,value,3,mobile,9,1,2025-11-22 06:41:29,2025-11-22 06:41:29,0,medium
u000664,2025-12-23,value,3,web,3,0,,,0,no_spend
u000665,2025-08-07,value,2,web,2,0,,,0,no_spend
u000666,2025-08-13,premium,2,mobile,2,0,,,0,no_spend
u000667,2025-09-03,value,3,web,3,0,,,0,no_spend
u000668,2025-09-13,premium,3,web,8,0,,,0,no_spend
u000669,2025-10-17,value,2,web,0,0,,,0,no_spend
u000670,2025-08-11,value,3,web,4,2,2025-11-11 21:48:04,2025-12-19 03:20:38,1,medium
u000671,2025-08-09,value,3,web,4,0,,,0,no_spend
u000672,2025-09-11,value,3,mobile,3,0,,,0,no_spend
u000673,2025-11-11,regular,2,web,4,1,2025-11-29 18:50:42,2025-11-29 18:50:42,0,medium
u000674,2025-11-14,regular,1,mobile,3,0,,,0,no_spend
u000675,2026-01-14,value,1,web,3,0,,,0,no_spend
u000676,2025-08-04,regular,2,mobile,2,0,,,0,no_spend
u000677,2025-09-13,regular,2,mobile,0,0,,,0,no_spend
u000678,2026-01-12,premium,2,web,4,0,,,0,no_spend
u000679,2025-11-15,premium,2,web,1,0,,,0,no_spend
u000680,2025-10-25,regular,2,web,5,1,2026-01-10 14:53:30,2026-01-10 14:53:30,0,medium
u000681,2025-10-14,regular,3,mobile,2,0,,,0,no_spend
u000682,2025-07-09,regular,1,mobile,2,0,,,0,no_spend
u000683,2025-12-28,regular,1,web,4,1,2025-10-24 03:21:55,2025-10-24 03:21:55,0,medium
u000684,2025-11-01,regular,3,mobile,2,0,,,0,no_spend
u000685,2025-10-21,value,3,web,3,1,2025-11-24 22:42:15,2025-11-24 22:42:15,0,low
u000686,2025-10-14,regular,3,web,5,0,,,0,no_spend
u000687,2025-09-13,premium,3,mobile,2,0,,,0,no_spend
u000688,2025-08-15,value,3,web,3,0,,,0,no_spend
u000689,2025-11-29,regular,2,web,4,0,,,0,no_spend
u000690,2025-10-08,premium,2,mobile,2,0,,,0,no_spend
u000691,2025-06-30,value,2,web,5,1,2025-12-28 18:50:26,2025-12-28 18:50:26,0,low
u000692,2025-09-15,regular,2,mobile,2,1,2025-11-14 02:49:19,2025-11-14 02:49:19,0,low
u000693,2026-01-04,premium,3,web,3,0,,,0,no_spend
u000694,2025-09-09,premium,2,web,1,0,,,0,no_spend
u000695,2025-09-18,value,2,web,3,0,,,0,no_spend
u000696,2025-11-01,value,2,mobile,3,0,,,0,no_spend
u000697,2025-12-08,regular,1,web,1,0,,,0,no_spend
u000698,2025-11-10,value,1,web,3,0,,,0,no_spend
u000699,2025-12-18,value,1,mobile,3,0,,,0,no_spend
u000700,2025-07-17,value,3,mobile,5,0,,,0,no_spend
u000701,2026-01-03,value,2,mobile,2,0,,,0,no_spend
u000702,2025-12-30,regular,3,mobile,0,0,,,0,no_spend
u000703,2025-10-10,regular,2,web,1,0,,,0,no_spend
u000704,2025-11-01,regular,1,mobile,2,1,2025-11-04 06:59:40,2025-11-04 06:59:40,0,low
u000705,2025-08-07,regular,1,mobile,1,0,,,0,no_spend
u000706,2025-09-25,regular,3,mobile,3,0,,,0,no_spend
u000707,2025-08-05,value,2,mobile,8,0,,,0,no_spend
u000708,2025-06-28,value,3,web,5,0,,,0,no_spend
u000709,2026-01-15,value,1,web,8,0,,,0,no_spend
u000710,2025-08-16,value,2,mobile,3,0,,,0,no_spend
u000711,2025-10-25,value,3,web,4,0,,,0,no_spend
u000712,2025-08-25,value,1,web,5,0,,,0,no_spend
u000713,2025-09-09,value,2,web,5,2,2025-12-17 04:51:03,2025-12-17 04:51:23,1,high
u000714,2025-09-14,regular,3,mobile,1,0,,,0,no_spend
u000715,2025-09-01,regular,2,mobile,5,0,,,0,no_spend
u000716,2025-11-04,premium,2,mobile,1,0,,,0,no_spend
u000717,2026-01-11,regular,2,mobile,3,0,,,0,no_spend
u000718,2025-09-21,regular,2,mobile,2,0,,,0,no_spend
u000719,2026-01-13,value,3,mobile,2,1,2025-12-11 08:00:07,2025-12-11 08:00:07,0,low
u000720,2025-11-10,regular,3,web,0,0,,,0,no_spend
u000721,2025-10-28,value,2,mobile,3,0,,,0,no_spend
u000722,2025-08-12,regular,3,web,3,0,,,0,no_spend
u000723,2025-07-06,regular,1,web,4,0,,,0,no_spend
u000724,2025-12-19,regular,1,web,4,1,2026-01-11 04:06:52,2026-01-11 04:06:52,0,low
u000725,2025-10-21,value,2,mobile,1,0,,,0,no_spend
u000726,2025-09-18,regular,3,mobile,4,0,,,0,no_spend
u000727,2025-12-10,regular,1,mobile,6,1,2025-10-25 16:06:22,2025-10-25 16:06:22,0,medium
u000728,2025-08-27,regular,1,mobile,2,0,,,0,no_spend
u000729,2025-12-05,regular,2,mobile,4,0,,,0,no_spend
u000730,2025-08-31,regular,3,web,3,0,,,0,no_spend
u000731,2026-01-02,value,1,mobile,1,1,2025-11-28 14:04:43,2025-11-28 14:04:43,0,high
u000732,2025-08-18,regular,2,mobile,4,1,2025-11-10 03:30:57,2025-11-10 03:30:57,0,medium
u000733,2025-07-22,regular,3,mobile,1,0,,,0,no_spend
u000734,2025-11-17,value,2,web,0,0,,,0,no_spend
u000735,2025-07-27,value,1,web,3,0,,,0,no_spend
u000736,2026-01-08,premium,1,mobile,3,0,,,0,no_spend
u000737,2025-11-08,regular,2,web,2,0,,,0,no_spend
u000738,2025-08-10,regular,2,web,4,2,2025-11-21 06:25:05,2025-12-08 19:10:16,1,high
u000739,2025-08-06,regular,3,web,6,1,2026-01-12 14:51:51,2026-01-12 14:51:51,0,low
u000740,2026-01-03,regular,2,web,4,1,2025-12-06 02:22:14,2025-12-06 02:22:14,0,low
u000741,2025-10-29,regular,2,web,5,1,2025-11-28 21:40:15,2025-11-28 21:40:15,0,high
u000742,2025-12-28,value,3,mobile,4,1,2025-11-12 20:34:27,2025-11-12 20:34:27,0,medium
u000743,2025-07-16,regular,2,mobile,2,0,,,0,no_spend
u000744,2026-01-03,regular,2,mobile,8,0,,,0,no_spend
u000745,2025-10-10,value,3,web,3,0,,,0,no_spend
u000746,2025-11-10,regular,1,web,6,1,2025-12-15 22:29:17,2025-12-15 22:29:17,0,medium
u000747,2025-09-09,value,3,web,4,0,,,0,no_spend
u000748,2025-07-05,regular,3,web,5,1,2025-12-23 20:56:50,2025-12-23 20:56:50,0,medium
u000749,2026-01-10,regular,1,web,3,1,2025-11-12 10:51:02,2025-11-12 10:51:02,0,medium
u000750,2026-01-18,regular,2,mobile,3,0,,,0,no_spend
u000751,2025-09-07,regular,1,mobile,4,0,,,0,no_spend
u000752,2026-01-07,premium,1,web,4,0,,,0,no_spend
u000753,2025-07-28,regular,2,web,5,1,2025-12-31 21:33:52,2025-12-31 21:33:52,0,medium
u000754,2025-07-25,regular,2,web,3,0,,,0,no_spend
u000755,2025-07-08,regular,3,web,1,0,,,0,no_spend
u000756,2025-09-13,value,3,web,4,0,,,0,no_spend
u000757,2025-07-04,value,3,web,1,0,,,0,no_spend
u000758,2025-09-14,regular,2,web,4,1,2025-11-04 14:19:05,2025-11-04 14:19:05,0,medium
u000759,2025-07-22,value,2,web,4,0,,,0,no_spend
u000760,2025-11-23,regular,2,mobile,1,0,,,0,no_spend
u000761,2025-12-15,regular,1,web,2,0,,,0,no_spend
u000762,2025-11-14,regular,3,web,2,0,,,0,no_spend
u000763,2025-08-04,value,2,web,6,0,,,0,no_spend
