session_id,user_id,start_ts,device,channel,campaign_id,is_new_user,variant,has_product_view,has_add_to_cart,has_begin_checkout,has_payment_attempt,has_purchase,session_duration_sec,time_to_cart_sec,time_to_checkout_sec,time_to_purchase_sec,time_to_payment_sec,net_amount,gross_amount,discount_amount
s0002033,u001151,2025-10-26 03:07:19,web,organic,c032,0,not-eligible,1,1,0,0,0,59.0,59.0,,,,0.0,0.0,0.0
s0002034,u001841,2025-12-01 06:23:28,mobile,paid_social,c019,0,not-eligible,0,0,0,0,0,5.0,,,,,0.0,0.0,0.0
s0002035,u000347,2025-12-22 18:19:10,web,organic,c033,0,not-eligible,1,1,1,1,1,372.0,137.0,227.0,372.0,258.0,18692.46,19355.87,663.41
s0002036,u000780,2025-12-23 10:57:21,unknown,organic,c017,1,not-eligible,0,0,0,0,0,48.0,,,,,0.0,0.0,0.0
s0002037,guest,2025-11-06 17:28:15,mobile,organic,c024,0,not-eligible,1,1,1,1,1,367.0,181.0,215.0,367.0,256.0,2462.81,2559.52,96.71
s0002038,u000016,2026-01-06 15:47:45,web,organic,c011,0,b,1,0,0,0,0,117.0,,,,,0.0,0.0,0.0
s0002039,u000368,2025-11-24 09:14:49,mobile,referral,c026,0,not-eligible,0,0,0,0,0,24.0,,,,,0.0,0.0,0.0
s0002040,u001343,2026-01-16 05:36:38,mobile,paid_social,c037,0,not-eligible,0,0,0,0,0,37.0,,,,,0.0,0.0,0.0
s0002041,u000580,2025-11-01 01:48:03,web,search,c012,0,not-eligible,1,0,0,0,0,116.0,,,,,0.0,0.0,0.0
s0002042,u000532,2026-01-04 17:19:05,web,referral,c029,0,a,0,0,0,0,0,32.0,,,,,0.0,0.0,0.0
s0002043,u000652,2026-01-11 04:35:11,web,search,c019,0,b,1,1,1,1,1,371.0,264.0,287.0,371.0,358.0,14385.61,15883.22,1497.61
s0002044,u000274,2026-01-03 11:33:19,mobile,referral,c021,0,not-eligible,1,0,0,0,0,181.0,,,,,0.0,0.0,0.0
s0002045,guest,2026-01-02 05:40:22,web,referral,c024,0,not-eligible,0,0,0,0,0,96.0,,,,,0.0,0.0,0.0
s0002046,u000569,2025-11-22 23:00:20,mobile,paid_social,c017,0,not-eligible,1,0,0,0,0,155.0,,,,,0.0,0.0,0.0
s0002047,u001434,2025-12-24 15:23:50,web,search,c027,0,b,0,0,0,0,0,40.0,,,,,0.0,0.0,0.0
s0002048,u001822,2025-12-12 13:57:53,mobile,email,c015,0,not-eligible,0,0,0,0,0,115.0,,,,,0.0,0.0,0.0
s0002049,u001054,2025-11-28 15:27:03,mobile,organic,c007,1,not-eligible,0,0,0,0,0,107.0,,,,,0.0,0.0,0.0
s0002050,u002011,2026-01-18 19:41:50,web,search,c016,0,not-eligible,1,0,0,0,0,152.0,,,,,0.0,0.0,0.0
s0002051,u000432,2025-11-16 13:57:30,mobile,organic,c018,1,not-eligible,0,0,0,0,0,45.0,,,,,0.0,0.0,0.0
s0002052,guest,2025-11-27 14:58:02,mobile,organic,c035,0,not-eligible,0,0,0,0,0,82.0,,,,,0.0,0.0,0.0
s0002053,u000709,2026-01-10 16:45:21,web,organic,c026,1,b,0,0,0,0,0,45.0,,,,,0.0,0.0,0.0
s0002054,u000667,2025-11-16 10:50:02,web,email,c017,0,not-eligible,1,0,0,0,0,118.0,,,,,0.0,0.0,0.0
s0002055,u002155,2025-11-04 04:22:02,web,organic,c035,0,a,0,0,0,0,0,94.0,,,,,0.0,0.0,0.0
s0002056,guest,2025-11-18 08:10:32,web,search,c001,0,not-eligible,1,0,0,0,0,121.0,,,,,0.0,0.0,0.0
s0002057,u001645,2025-12-28 18:41:21,web,search,c028,0,b,1,1,0,0,0,238.0,238.0,,,,0.0,0.0,0.0
s0002058,u001766,2026-01-06 19:51:38,web,search,c037,0,not-eligible,1,1,1,1,1,319.0,149.0,233.0,319.0,245.0,4083.99,4372.36,288.37
s0002059,u000987,2025-10-31 17:46:38,web,email,c028,1,b,1,1,1,1,1,210.0,84.0,153.0,210.0,196.0,9931.58,10468.58,537.0
s0002060,u000700,2025-12-16 09:28:31,web,email,c024,0,a,1,0,0,0,0,104.0,,,,,0.0,0.0,0.0
s0002061,u001081,2025-12-11 11:54:57,web,paid_social,c022,0,b,1,0,0,0,0,187.0,,,,,0.0,0.0,0.0
s0002062,u000848,2025-12-20 15:10:45,web,paid_social,c007,0,b,0,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0002063,guest,2025-12-20 20:03:28,web,email,c007,0,not-eligible,1,1,1,1,0,375.0,240.0,331.0,,375.0,0.0,0.0,0.0
s0002064,guest,2026-01-15 19:01:33,web,search,c006,0,not-eligible,0,0,0,0,0,9.0,,,,,0.0,0.0,0.0
s0002065,guest,2025-11-21 15:04:45,web,search,c038,0,not-eligible,1,1,1,1,1,400.0,185.0,304.0,400.0,382.0,1775.73,1908.04,217.69
s0002066,u001260,2025-11-17 10:04:21,mobile,organic,c016,1,not-eligible,1,1,0,0,0,173.0,173.0,,,,0.0,0.0,0.0
s0002067,u001753,2025-12-12 18:01:21,mobile,organic,c039,0,not-eligible,1,0,0,0,0,81.0,,,,,0.0,0.0,0.0
s0002068,guest,2025-11-29 02:07:12,mobile,referral,c025,0,not-eligible,1,1,0,0,0,221.0,221.0,,,,0.0,0.0,0.0
s0002069,guest,2025-12-03 01:53:07,mobile,email,c031,0,not-eligible,0,0,0,0,0,118.0,,,,,0.0,0.0,0.0
s0002070,u000701,2025-10-27 16:12:52,mobile,search,c038,1,not-eligible,1,1,0,0,0,224.0,224.0,,,,0.0,0.0,0.0
s0002071,u002162,2025-11-03 18:46:45,mobile,organic,c021,1,not-eligible,0,0,0,0,0,90.0,,,,,0.0,0.0,0.0
s0002072,u000054,2026-01-13 14:59:09,web,paid_social,c003,0,b,0,0,0,0,0,9.0,,,,,0.0,0.0,0.0
s0002073,u000649,2025-10-27 14:05:08,mobile,referral,c033,0,not-eligible,0,0,0,0,0,96.0,,,,,0.0,0.0,0.0
s0002074,u001619,2025-12-13 13:17:26,web,referral,c015,0,not-eligible,0,0,0,0,0,31.0,,,,,0.0,0.0,0.0
s0002075,u001201,2025-12-28 08:27:29,mobile,paid_social,c007,0,not-eligible,1,0,0,0,0,115.0,,,,,0.0,0.0,0.0
s0002076,u001357,2025-10-22 12:12:04,web,paid_social,c011,1,b,0,0,0,0,0,113.0,,,,,0.0,0.0,0.0
s0002077,u000048,2025-11-10 11:42:43,mobile,organic,c040,1,not-eligible,0,0,0,0,0,94.0,,,,,0.0,0.0,0.0
s0002078,u000482,2025-11-24 09:03:06,web,organic,c017,1,a,1,0,0,0,0,155.0,,,,,0.0,0.0,0.0
s0002079,u001319,2025-12-06 01:18:06,mobile,organic,c024,1,not-eligible,1,1,0,0,0,135.0,135.0,,,,0.0,0.0,0.0
s0002080,u000693,2025-11-21 04:25:19,mobile,search,c032,1,not-eligible,1,0,0,0,0,129.0,,,,,0.0,0.0,0.0
s0002081,u001035,2025-12-18 20:24:52,mobile,referral,c024,0,not-eligible,1,0,0,0,0,106.0,,,,,0.0,0.0,0.0
s0002082,guest,2025-11-10 19:35:41,web,email,c007,0,not-eligible,1,1,1,1,1,474.0,200.0,295.0,474.0,409.0,3767.07,3933.41,166.34
s0002083,u001404,2025-10-23 17:37:09,web,organic,c004,0,b,0,0,0,0,0,116.0,,,,,0.0,0.0,0.0
s0002084,u001387,2025-10-21 13:58:10,mobile,search,c038,0,not-eligible,1,0,0,0,0,150.0,,,,,0.0,0.0,0.0
s0002085,u000433,2025-11-21 12:52:55,web,organic,c009,0,a,0,0,0,0,0,63.0,,,,,0.0,0.0,0.0
s0002086,u001311,2025-11-22 23:46:04,web,search,c011,0,a,0,0,0,0,0,31.0,,,,,0.0,0.0,0.0
s0002087,u002113,2026-01-14 19:33:39,mobile,email,c002,1,not-eligible,1,1,1,1,1,466.0,206.0,314.0,466.0,410.0,7431.43,8095.14,663.71
s0002088,u001408,2025-10-25 11:18:08,mobile,email,c031,0,not-eligible,0,0,0,0,0,92.0,,,,,0.0,0.0,0.0
s0002089,u001728,2025-12-08 03:31:00,web,email,c021,1,not-eligible,1,1,1,1,1,393.0,200.0,274.0,393.0,354.0,11798.9,12354.15,555.25
s0002090,u002100,2025-12-12 10:39:10,web,search,c026,1,b,0,0,0,0,0,52.0,,,,,0.0,0.0,0.0
s0002091,guest,2025-12-23 09:00:36,mobile,paid_social,c008,0,not-eligible,1,0,0,0,0,159.0,,,,,0.0,0.0,0.0
s0002092,u000748,2025-12-17 22:14:34,mobile,referral,c022,0,not-eligible,0,0,0,0,0,23.0,,,,,0.0,0.0,0.0
s0002093,u000651,2025-10-22 04:09:26,mobile,paid_social,c023,0,not-eligible,1,0,0,0,0,92.0,,,,,0.0,0.0,0.0
s0002094,u000619,2025-12-17 07:23:19,mobile,organic,c034,0,not-eligible,0,0,0,0,0,78.0,,,,,0.0,0.0,0.0
s0002095,u001695,2025-11-19 10:56:02,web,organic,c029,0,not-eligible,1,0,0,0,0,127.0,,,,,0.0,0.0,0.0
s0002096,guest,2025-12-29 23:58:23,mobile,organic,c025,0,not-eligible,1,0,0,0,0,126.0,,,,,0.0,0.0,0.0
s0002097,u001810,2025-11-07 09:26:43,mobile,organic,c027,0,not-eligible,1,0,0,0,0,38.0,,,,,0.0,0.0,0.0
s0002098,u001763,2025-12-24 21:34:49,web,search,c032,0,not-eligible,0,0,0,0,0,42.0,,,,,0.0,0.0,0.0
s0002099,u001466,2025-12-16 17:38:45,web,paid_social,c009,0,a,0,0,0,0,0,117.0,,,,,0.0,0.0,0.0
s0002100,u000267,2025-12-19 03:31:28,mobile,organic,c024,0,not-eligible,1,0,0,0,0,219.0,,,,,0.0,0.0,0.0
s0002101,u001567,2025-11-06 06:37:23,web,organic,c038,1,a,0,0,0,0,0,78.0,,,,,0.0,0.0,0.0
s0002102,u000456,2025-12-20 15:59:31,mobile,organic,c029,0,not-eligible,0,0,0,0,0,42.0,,,,,0.0,0.0,0.0
s0002103,u001216,2025-12-26 18:26:58,web,email,c034,0,a,1,0,0,0,0,67.0,,,,,0.0,0.0,0.0
s0002104,guest,2025-12-04 11:42:08,web,organic,c002,0,not-eligible,0,0,0,0,0,89.0,,,,,0.0,0.0,0.0
s0002105,guest,2025-11-21 01:45:57,mobile,organic,c034,0,not-eligible,1,0,0,0,0,26.0,,,,,0.0,0.0,0.0
s0002106,guest,2025-11-05 10:20:04,web,paid_social,c026,0,not-eligible,0,0,0,0,0,68.0,,,,,0.0,0.0,0.0
s0002107,u000993,2025-11-16 12:53:27,web,search,c008,1,b,0,0,0,0,0,18.0,,,,,0.0,0.0,0.0
s0002108,u001412,2025-12-29 04:26:43,web,organic,c036,1,a,0,0,0,0,0,68.0,,,,,0.0,0.0,0.0
s0002109,u001080,2025-11-27 06:52:54,mobile,email,c036,1,not-eligible,1,0,0,0,0,131.0,,,,,0.0,0.0,0.0
s0002110,u000819,2025-12-23 16:26:12,mobile,search,c027,0,not-eligible,1,0,0,0,0,166.0,,,,,0.0,0.0,0.0
s0002111,guest,2025-12-27 01:10:24,web,search,c039,0,not-eligible,0,0,0,0,0,108.0,,,,,0.0,0.0,0.0
s0002112,guest,2025-12-21 02:47:01,mobile,paid_social,c033,0,not-eligible,1,0,0,0,0,185.0,,,,,0.0,0.0,0.0
s0002113,u001938,2025-12-21 01:25:08,mobile,organic,c017,0,not-eligible,1,1,1,1,1,449.0,239.0,246.0,449.0,337.0,10864.1,11654.21,790.11
s0002114,u001661,2025-12-15 09:55:18,web,organic,c040,1,a,1,0,0,0,0,93.0,,,,,0.0,0.0,0.0
s0002115,u001021,2025-12-07 02:22:03,web,search,c020,1,a,1,0,0,0,0,104.0,,,,,0.0,0.0,0.0
s0002116,u000070,2025-11-08 05:51:36,mobile,organic,c007,0,not-eligible,0,0,0,0,0,61.0,,,,,0.0,0.0,0.0
s0002117,u002167,2026-01-05 07:01:53,web,organic,c005,0,a,1,1,1,1,1,360.0,170.0,182.0,360.0,296.0,770.77,786.93,66.2
s0002118,u001626,2026-01-16 05:23:12,web,organic,c028,0,b,0,0,0,0,0,8.0,,,,,0.0,0.0,0.0
s0002119,u000049,2025-12-02 10:10:54,web,search,c006,0,not-eligible,0,0,0,0,0,46.0,,,,,0.0,0.0,0.0
s0002120,u000463,2026-01-13 10:22:18,mobile,email,c036,0,not-eligible,1,1,0,0,0,258.0,258.0,,,,0.0,0.0,0.0
s0002121,guest,2026-01-19 06:14:39,web,paid_social,c038,0,not-eligible,1,1,1,1,1,380.0,276.0,351.0,380.0,373.0,13069.94,14409.59,1339.65
s0002122,u001987,2025-12-04 04:45:33,web,referral,c002,1,not-eligible,1,0,0,0,0,86.0,,,,,0.0,0.0,0.0
s0002123,u002100,2025-12-25 15:11:01,web,search,c007,1,b,1,0,0,0,0,131.0,,,,,0.0,0.0,0.0
s0002124,guest,2025-12-18 09:09:47,mobile,search,c007,0,not-eligible,1,0,0,0,0,198.0,,,,,0.0,0.0,0.0
s0002125,u000392,2025-11-11 19:04:05,web,organic,c029,0,b,1,0,0,0,0,184.0,,,,,0.0,0.0,0.0
s0002126,u001414,2025-10-25 16:17:21,web,organic,c010,0,a,0,0,0,0,0,51.0,,,,,0.0,0.0,0.0
s0002127,guest,2025-12-01 05:49:25,web,organic,c027,0,not-eligible,1,0,0,0,0,109.0,,,,,0.0,0.0,0.0
s0002128,u000267,2025-12-31 06:56:20,web,organic,c036,0,a,0,0,0,0,0,63.0,,,,,0.0,0.0,0.0
s0002129,u000570,2025-11-19 16:52:01,mobile,paid_social,c027,0,not-eligible,0,0,0,0,0,87.0,,,,,0.0,0.0,0.0
s0002130,u000559,2025-12-31 00:57:49,web,search,c040,0,a,0,0,0,0,0,5.0,,,,,0.0,0.0,0.0
s0002131,guest,2025-12-19 08:56:52,mobile,organic,c020,0,not-eligible,0,0,0,0,0,113.0,,,,,0.0,0.0,0.0
s0002132,u001542,2025-12-23 00:56:43,web,paid_social,c037,0,not-eligible,0,0,0,0,0,72.0,,,,,0.0,0.0,0.0
s0002133,u000775,2025-11-16 03:46:35,unknown,organic,c032,0,not-eligible,1,0,0,0,0,130.0,,,,,0.0,0.0,0.0
s0002134,u001211,2025-12-02 17:52:42,mobile,email,c019,0,not-eligible,1,0,0,0,0,100.0,,,,,0.0,0.0,0.0
s0002135,u001212,2025-11-06 19:03:22,web,email,c012,0,not-eligible,1,0,0,0,0,61.0,,,,,0.0,0.0,0.0
s0002136,guest,2025-11-12 15:11:24,mobile,organic,c027,0,not-eligible,1,0,0,0,0,157.0,,,,,0.0,0.0,0.0
s0002137,u001678,2025-10-29 12:39:08,mobile,organic,c032,0,not-eligible,0,0,0,0,0,62.0,,,,,0.0,0.0,0.0
s0002138,u001240,2025-11-01 20:24:24,mobile,referral,c005,0,not-eligible,1,0,0,0,0,76.0,,,,,0.0,0.0,0.0
s0002139,u001844,2025-11-09 09:17:06,mobile,email,c013,0,not-eligible,0,0,0,0,0,37.0,,,,,0.0,0.0,0.0
s0002140,u001253,2025-12-12 15:52:55,mobile,referral,c040,0,not-eligible,0,0,0,0,0,60.0,,,,,0.0,0.0,0.0
s0002141,u000058,2025-11-30 03:35:31,web,organic,c006,1,not-eligible,1,1,1,1,1,282.0,127.0,132.0,282.0,167.0,13218.46,14589.37,1370.91
s0002142,u001889,2025-11-14 11:09:55,web,paid_social,c038,0,not-eligible,1,0,0,0,0,57.0,,,,,0.0,0.0,0.0
s0002143,u001693,2026-01-06 22:34:44,mobile,organic,c006,1,not-eligible,0,0,0,0,0,77.0,,,,,0.0,0.0,0.0
s0002144,guest,2025-12-07 16:53:42,mobile,search,c024,0,not-eligible,1,1,1,1,1,399.0,130.0,239.0,399.0,292.0,2672.33,2864.29,191.96
s0002145,u000851,2026-01-12 12:29:33,web,organic,c013,0,b,0,0,0,0,0,28.0,,,,,0.0,0.0,0.0
s0002146,u001970,2025-12-17 14:06:01,mobile,paid_social,c006,0,not-eligible,1,1,1,1,0,363.0,271.0,306.0,,363.0,0.0,0.0,0.0
s0002147,u000937,2025-10-22 20:40:38,web,search,c009,1,not-eligible,0,0,0,0,0,108.0,,,,,0.0,0.0,0.0
s0002148,u000819,2026-01-11 15:41:01,web,email,c038,0,b,1,0,0,0,0,122.0,,,,,0.0,0.0,0.0
s0002149,u001612,2026-01-06 14:41:49,web,organic,c011,0,a,0,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0002150,guest,2025-12-17 14:45:43,web,referral,c036,0,not-eligible,1,1,1,1,1,418.0,207.0,241.0,418.0,312.0,2274.77,2473.17,198.4
s0002151,u000889,2025-12-08 13:41:13,mobile,search,c026,0,not-eligible,1,1,0,0,0,151.0,151.0,,,,0.0,0.0,0.0
s0002152,u001715,2025-12-01 04:53:47,web,referral,c040,0,not-eligible,0,0,0,0,0,95.0,,,,,0.0,0.0,0.0
s0002153,guest,2025-12-03 20:04:25,mobile,paid_social,c019,0,not-eligible,1,0,0,0,0,163.0,,,,,0.0,0.0,0.0
s0002154,guest,2025-12-29 16:05:33,mobile,organic,c021,0,not-eligible,1,0,0,0,0,220.0,,,,,0.0,0.0,0.0
s0002155,u000741,2025-12-06 14:57:43,mobile,email,c004,0,not-eligible,1,0,0,0,0,81.0,,,,,0.0,0.0,0.0
s0002156,u000379,2025-11-06 06:47:22,web,search,c014,0,b,0,0,0,0,0,32.0,,,,,0.0,0.0,0.0
s0002157,u000796,2025-10-26 16:14:22,web,organic,c024,0,a,0,0,0,0,0,19.0,,,,,0.0,0.0,0.0
s0002158,u000158,2025-11-01 19:08:18,mobile,organic,c016,1,not-eligible,1,0,0,0,0,53.0,,,,,0.0,0.0,0.0
s0002159,guest,2025-11-13 01:41:20,mobile,referral,c007,0,not-eligible,0,0,0,0,0,60.0,,,,,0.0,0.0,0.0
s0002160,u001127,2025-11-23 12:52:54,web,referral,c020,1,b,1,1,1,1,1,357.0,127.0,246.0,357.0,280.0,8868.0,9449.09,581.09
s0002161,u000600,2026-01-09 18:11:41,web,search,c040,0,b,0,0,0,0,0,92.0,,,,,0.0,0.0,0.0
s0002162,u001382,2025-11-11 23:00:16,mobile,organic,c037,0,not-eligible,1,0,0,0,0,107.0,,,,,0.0,0.0,0.0
s0002163,u000318,2025-11-19 04:54:32,web,search,c015,0,not-eligible,1,1,0,0,0,293.0,293.0,,,,0.0,0.0,0.0
s0002164,u000023,2025-11-10 12:17:15,web,organic,c006,0,b,0,0,0,0,0,66.0,,,,,0.0,0.0,0.0
s0002165,u001050,2025-12-09 13:22:42,mobile,paid_social,c001,0,not-eligible,1,1,0,0,0,110.0,110.0,,,,0.0,0.0,0.0
s0002166,u000356,2025-12-15 23:29:00,mobile,search,c026,0,not-eligible,1,0,0,0,0,195.0,,,,,0.0,0.0,0.0
s0002167,guest,2025-12-08 07:58:17,web,search,c028,0,not-eligible,1,1,1,1,1,382.0,141.0,254.0,382.0,356.0,3572.38,3857.37,284.99
s0002168,u000666,2026-01-15 02:35:11,mobile,email,c037,0,not-eligible,0,0,0,0,0,25.0,,,,,0.0,0.0,0.0
s0002169,u000944,2026-01-19 00:35:33,web,referral,c024,0,not-eligible,0,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0002170,guest,2026-01-04 19:21:05,mobile,organic,c011,0,not-eligible,1,0,0,0,0,56.0,,,,,0.0,0.0,0.0
s0002171,u000954,2026-01-01 22:00:56,mobile,search,c002,0,not-eligible,1,1,0,0,0,120.0,120.0,,,,0.0,0.0,0.0
s0002172,u000214,2025-11-23 09:15:00,web,search,c022,0,a,1,0,0,0,0,162.0,,,,,0.0,0.0,0.0
s0002173,u002055,2025-12-12 14:54:30,mobile,organic,c012,0,not-eligible,1,0,0,0,0,150.0,,,,,0.0,0.0,0.0
s0002174,u000381,2025-11-22 01:45:23,mobile,search,c032,0,not-eligible,1,0,0,0,0,78.0,,,,,0.0,0.0,0.0
s0002175,u000871,2025-12-31 00:47:05,web,organic,c026,0,b,1,0,0,0,0,41.0,,,,,0.0,0.0,0.0
s0002176,u001864,2025-11-05 21:43:53,mobile,organic,c021,1,not-eligible,1,0,0,0,0,41.0,,,,,0.0,0.0,0.0
s0002177,u000939,2025-11-09 22:35:13,mobile,email,c030,0,not-eligible,1,0,0,0,0,217.0,,,,,0.0,0.0,0.0
s0002178,u001542,2025-10-24 22:09:19,web,organic,c022,0,not-eligible,1,1,0,0,0,290.0,290.0,,,,0.0,0.0,0.0
s0002179,guest,2025-12-15 05:53:09,web,paid_social,c026,0,not-eligible,1,0,0,0,0,163.0,,,,,0.0,0.0,0.0
s0002180,guest,2025-12-22 09:49:07,web,organic,c031,0,not-eligible,1,1,1,1,1,481.0,280.0,306.0,481.0,419.0,1036.61,1060.04,110.09
s0002181,u001672,2025-10-21 17:50:19,mobile,paid_social,c003,0,not-eligible,0,0,0,0,0,68.0,,,,,0.0,0.0,0.0
s0002182,guest,2025-12-06 09:52:24,web,paid_social,c007,0,not-eligible,0,0,0,0,0,52.0,,,,,0.0,0.0,0.0
s0002183,u000911,2025-11-24 08:37:30,web,email,c020,1,not-eligible,1,0,0,0,0,176.0,,,,,0.0,0.0,0.0
s0002184,u000177,2025-12-31 18:07:07,mobile,organic,c029,0,not-eligible,1,0,0,0,0,131.0,,,,,0.0,0.0,0.0
s0002185,u001111,2025-10-24 22:34:48,web,search,c017,1,a,1,0,0,0,0,102.0,,,,,0.0,0.0,0.0
s0002186,u000768,2025-10-25 19:28:40,web,referral,c037,0,b,1,1,1,1,1,334.0,143.0,209.0,334.0,274.0,6281.05,6792.32,511.27
s0002187,u001893,2025-12-16 06:13:40,web,organic,c040,0,not-eligible,1,1,1,1,1,404.0,198.0,279.0,404.0,327.0,8193.26,8784.05,590.79
s0002188,u000876,2025-12-13 16:30:57,web,organic,c005,0,not-eligible,0,0,0,0,0,95.0,,,,,0.0,0.0,0.0
s0002189,u001820,2026-01-04 05:43:50,mobile,search,c027,0,not-eligible,1,1,1,1,1,509.0,259.0,357.0,509.0,475.0,3789.19,4163.77,374.58
s0002190,guest,2025-12-13 17:52:21,web,referral,c003,0,not-eligible,1,0,0,0,0,159.0,,,,,0.0,0.0,0.0
s0002191,guest,2026-01-14 21:13:01,web,organic,c032,0,not-eligible,1,1,1,1,1,399.0,214.0,230.0,399.0,300.0,9781.58,10197.84,416.26
s0002192,u001635,2025-11-18 17:38:49,web,organic,c004,0,not-eligible,0,0,0,0,0,42.0,,,,,0.0,0.0,0.0
s0002193,u001285,2025-11-26 06:05:11,mobile,referral,c005,1,not-eligible,1,0,0,0,0,113.0,,,,,0.0,0.0,0.0
s0002194,u001055,2026-01-17 10:21:12,web,search,c030,0,a,1,0,0,0,0,138.0,,,,,0.0,0.0,0.0
s0002195,u000179,2025-10-31 02:49:42,web,organic,c016,0,a,1,0,0,0,0,88.0,,,,,0.0,0.0,0.0
s0002196,u000297,2026-01-01 01:43:50,mobile,search,c016,0,not-eligible,1,0,0,0,0,132.0,,,,,0.0,0.0,0.0
s0002197,u000837,2025-10-22 11:33:52,web,organic,c018,0,b,1,0,0,0,0,67.0,,,,,0.0,0.0,0.0
s0002198,u001444,2025-12-04 05:26:41,mobile,search,c019,0,not-eligible,0,0,0,0,0,49.0,,,,,0.0,0.0,0.0
s0002199,u000011,2025-11-04 05:55:30,web,organic,c027,0,not-eligible,1,0,0,0,0,209.0,,,,,0.0,0.0,0.0
s0002200,guest,2025-12-14 08:07:02,mobile,search,c030,0,not-eligible,1,1,1,1,0,412.0,331.0,354.0,,412.0,0.0,0.0,0.0
s0002201,u002185,2026-01-01 06:37:23,mobile,paid_social,c039,0,not-eligible,1,1,0,0,0,165.0,165.0,,,,0.0,0.0,0.0
s0002202,u000172,2025-10-24 09:56:51,mobile,organic,c021,0,not-eligible,1,0,0,0,0,212.0,,,,,0.0,0.0,0.0
s0002203,u000213,2025-11-05 04:19:30,mobile,search,c034,0,not-eligible,1,0,0,0,0,76.0,,,,,0.0,0.0,0.0
s0002204,u001867,2025-11-21 06:36:52,mobile,referral,c025,0,not-eligible,0,0,0,0,0,116.0,,,,,0.0,0.0,0.0
s0002205,u000440,2025-11-13 11:06:06,web,search,c003,0,b,0,0,0,0,0,22.0,,,,,0.0,0.0,0.0
s0002206,u000397,2025-11-24 22:19:52,mobile,referral,c035,0,not-eligible,0,0,0,0,0,10.0,,,,,0.0,0.0,0.0
s0002207,u000412,2026-01-15 02:36:42,mobile,referral,c018,1,not-eligible,1,0,0,0,0,87.0,,,,,0.0,0.0,0.0
s0002208,u001543,2025-10-30 13:10:53,web,organic,c019,0,b,1,0,0,0,0,114.0,,,,,0.0,0.0,0.0
s0002209,u000292,2025-11-28 12:51:55,web,search,c034,0,b,1,0,0,0,0,195.0,,,,,0.0,0.0,0.0
s0002210,u000405,2025-12-01 13:53:36,web,email,c035,0,not-eligible,1,1,0,0,0,172.0,172.0,,,,0.0,0.0,0.0
s0002211,u000875,2025-11-15 16:06:53,mobile,paid_social,c040,1,not-eligible,0,0,0,0,0,37.0,,,,,0.0,0.0,0.0
s0002212,u001321,2025-11-15 12:09:01,mobile,email,c021,1,not-eligible,0,0,0,0,0,100.0,,,,,0.0,0.0,0.0
s0002213,u002179,2025-12-24 18:26:26,mobile,organic,c018,1,not-eligible,1,0,0,0,0,78.0,,,,,0.0,0.0,0.0
s0002214,u000523,2025-12-16 01:07:07,mobile,referral,c017,0,not-eligible,1,0,0,0,0,90.0,,,,,0.0,0.0,0.0
s0002215,u000561,2026-01-02 14:17:35,mobile,organic,c014,0,not-eligible,1,0,0,0,0,97.0,,,,,0.0,0.0,0.0
s0002216,u001192,2025-11-26 21:32:03,mobile,paid_social,c011,0,not-eligible,1,1,1,1,1,261.0,113.0,135.0,261.0,224.0,7422.41,8094.25,671.84
s0002217,u000920,2025-12-15 01:04:19,web,email,c013,0,b,1,1,0,0,0,292.0,292.0,,,,0.0,0.0,0.0
s0002218,u001321,2026-01-09 20:43:35,web,search,c030,1,b,1,0,0,0,0,146.0,,,,,0.0,0.0,0.0
s0002219,u000543,2026-01-06 01:26:44,mobile,search,c012,0,not-eligible,1,0,0,0,0,89.0,,,,,0.0,0.0,0.0
s0002220,u001361,2026-01-12 05:49:36,mobile,paid_social,c025,0,not-eligible,1,0,0,0,0,159.0,,,,,0.0,0.0,0.0
s0002221,u002037,2025-11-14 15:33:43,mobile,referral,c010,0,not-eligible,0,0,0,0,0,33.0,,,,,0.0,0.0,0.0
s0002222,u001503,2026-01-18 03:05:09,mobile,search,c033,1,not-eligible,0,0,0,0,0,98.0,,,,,0.0,0.0,0.0
s0002223,u001618,2026-01-02 21:58:42,mobile,paid_social,c017,1,not-eligible,1,0,0,0,0,99.0,,,,,0.0,0.0,0.0
s0002224,u000152,2025-12-31 23:21:39,web,organic,c022,0,a,1,0,0,0,0,132.0,,,,,0.0,0.0,0.0
s0002225,u001986,2025-12-20 12:32:45,web,organic,c039,0,a,1,0,0,0,0,154.0,,,,,0.0,0.0,0.0
s0002226,u001548,2026-01-17 22:26:05,web,organic,c035,0,a,1,0,0,0,0,175.0,,,,,0.0,0.0,0.0
s0002227,u001380,2025-11-30 04:21:09,mobile,search,c014,0,not-eligible,1,0,0,0,0,88.0,,,,,0.0,0.0,0.0
s0002228,u000341,2025-12-27 04:18:03,web,search,c012,0,a,1,0,0,0,0,76.0,,,,,0.0,0.0,0.0
s0002229,u001219,2025-12-23 08:00:30,web,organic,c022,0,not-eligible,0,0,0,0,0,30.0,,,,,0.0,0.0,0.0
s0002230,u001490,2025-12-26 07:53:17,web,organic,c030,0,b,0,0,0,0,0,31.0,,,,,0.0,0.0,0.0
s0002231,u001372,2025-12-28 01:44:24,mobile,organic,c039,0,not-eligible,1,0,0,0,0,125.0,,,,,0.0,0.0,0.0
